brapa_gene	arabidopsis_agi	identity_pct	evalue	bitscore
Bra007697	AT3G62730	87.1	2.43e-199	548
Bra007699	AT4G27830	78.4	3.66e-305	832
Bra007701	AT3G62790	97.6	8.7e-60	176
Bra007702	AT3G62800	58.5	5.94e-122	354
Bra007704	AT3G62820	81.6	1.08e-100	288
Bra007707	AT3G62860	84.1	1.79e-202	567
Bra007713	AT3G62920	79.5	1.44e-41	130
Bra007714	AT3G62930	92.2	7.8e-65	190
Bra007718	AT3G62960	96.1	2.51e-70	204
Bra007720	AT3G62980	92.6	0	1119
Bra007721	AT3G62990	53.6	3.69e-28	100
Bra007726	AT3G63090	85	3.03e-151	427
Bra007729	AT3G63120	78.3	1.47e-122	346
Bra007731	AT3G63160	77.6	5.69e-28	95.9
Bra007737	AT3G63240	79.1	3.38e-307	841
Bra007738	AT3G63260	88.5	8.61e-256	697
Bra007739	AT3G63350	75.4	3.62e-142	400
Bra007740	AT3G63390	63.6	1.48e-68	206
Bra007741	AT3G63420	83.8	1.37e-46	145
Bra007742	AT3G63430	57.2	1.42e-152	446
Bra007743	AT3G63440	84.1	1.8e-278	763
Bra007745	AT3G63460	87	0	1790
Bra007748	AT2G30390	87.7	1.29e-315	858
Bra007749	AT2G26540	73.3	6.16e-150	422
Bra007750	AT2G26500	85.4	1.2e-67	199
Bra007751	AT2G26490	91.8	1.39e-261	717
Bra007752	AT2G26460	83.1	0	911
Bra007753	AT2G26470	61.5	2.54e-183	517
Bra007755	AT3G53690	82.8	5.34e-84	248
Bra007756	AT2G26420	88.5	0	946
Bra007757	AT2G26350	84.1	1.63e-206	571
Bra007758	AT2G26340	75.4	6.88e-105	303
Bra007759	AT2G26330	93.9	5.66002e-320	907
Bra007761	AT2G26300	94.5	4.71e-263	714
Bra007766	AT2G26250	94.6	0	1031
Bra007767	AT2G26240	92.4	3.5e-54	165
Bra007769	AT2G26070	69	1.68e-144	405
Bra007771	AT2G26060	77.9	1.23e-104	310
Bra007772	AT2G26040	88.3	6.99e-121	339
Bra007775	AT2G25940	85.8	3.81e-307	835
Bra007777	AT2G25770	78.3	7.05e-90	259
Bra007778	AT2G25760	91.2	0	1020
Bra007780	AT2G25690	64.2	1.78e-124	358
Bra007782	AT2G25670	77.6	1.71e-68	215
Bra007784	AT2G25620	84	1.98e-235	645
Bra007785	AT2G25600	83.1	0	1304
Bra007787	AT2G25580	56.6	7.26e-235	661
Bra007788	AT2G25570	86.4	2.14e-181	500
Bra007791	AT1G11290	88.2	0	1458
Bra007794	AT2G25530	91	0	1012
Bra007795	AT2G25520	94.3	1.13e-228	625
Bra007797	AT5G52560	91.5	0	1129
Bra007798	AT2G25460	79.9	1.12e-305	836
Bra007801	AT2G25370	53.6	1.48e-161	470
Bra007804	AT2G25300	89.9	1.08e-225	617
Bra007805	AT2G25290	82.2	0	1182
Bra007807	AT2G25270	82.4	3.53e-315	860
Bra007811	AT2G25200	75.2	5.72e-187	520
Bra007814	AT2G25170	89.3	0	2365
Bra007816	AT2G25140	83	0	1501
Bra007817	AT2G25130	78.6	2.1e-238	659
Bra007819	AT2G25080	86.9	7.41e-143	398
Bra007820	AT2G25070	93.8	9.03e-243	662
Bra007821	AT2G25060	86.2	7.18e-105	298
Bra007822	AT2G25050	79.4	0	1545
Bra007823	AT2G47120	84.1	1.36e-149	419
Bra007826	AT3G63520	86.3	0	927
Bra007827	AT2G24970	85.2	6.62e-86	248
Bra007829	AT2G24840	74.4	8.33e-100	289
Bra007830	AT2G24830	71.1	1.36e-220	616
Bra007831	AT2G24800	86.8	4.23e-204	561
Bra007834	AT2G24762	69.8	2.37e-67	201
Bra007841	AT2G24550	66.3	1.58e-73	223
Bra007843	AT2G24540	82.8	4.06e-204	565
Bra007844	AT2G24500	80	1.68e-225	621
Bra007845	AT2G24520	90	0	1677
Bra007850	AT2G24440	72.4	2.42e-44	145
Bra007852	AT1G59840	80.7	1.29e-142	403
Bra007857	AT2G24370	85.6	0	1222
Bra007858	AT1G80470	60.7	6.94e-162	475
Bra007860	AT2G24360	93.5	2.34e-282	766
Bra007863	AT2G24260	72.2	1.98e-150	426
Bra007870	AT1G69610	68.7	2.03e-281	781
Bra007876	AT1G69710	81.1	0	1633
Bra007883	AT1G69800	91.7	2.42e-252	694
Bra007884	AT1G69810	66.9	6.24e-153	436
Bra007888	AT1G69900	74.3	7.6e-209	578
Bra007891	AT1G69970	72.8	4.32e-36	118
Bra007897	AT1G70120	65.9	8.85e-72	214
Bra007898	AT1G70160	92	0	1013
Bra007901	AT1G70210	83.5	2.92e-185	514
Bra007904	AT1G70260	88.3	4.14e-240	656
Bra007905	AT1G70270	70.9	1.39e-32	108
Bra007911	AT1G70330	83.3	2.69e-248	682
Bra007912	AT1G70410	91.5	3.86e-171	473
Bra007913	AT1G70420	67	1.53e-112	324
Bra007914	AT1G70430	70.1	1.65e-297	821
Bra007915	AT1G70460	86.9	1.24e-312	866
Bra007916	AT1G70470	85.5	4.23e-32	111
Bra007919	AT1G70505	81.8	1.19e-164	463
Bra007920	AT1G70510	79.2	7.83e-174	484
Bra007922	AT1G70540	82.1	8e-84	243
Bra007923	AT1G70550	92.4	5.37e-274	747
Bra007925	AT1G70570	86	0	1028
Bra007929	AT1G70600	92.5	5.41e-95	270
Bra007930	AT1G70620	53.8	1.12e-128	400
Bra007932	AT1G70660	89.9	1.57e-107	303
Bra007937	AT1G70700	72	2.5e-108	313
Bra007939	AT1G70720	75.2	9.71e-95	274
Bra007941	AT1G70760	84.4	3.4e-111	315
Bra007942	AT1G70770	79.9	0	894
Bra007949	AT1G70850	67.6	3.11e-140	395
Bra007950	AT1G70870	78.5	1.14e-74	218
Bra007954	AT1G71010	81	0	2482
Bra007959	AT1G71060	87.3	5.94e-100	310
Bra007960	AT1G71070	91.9	9.48e-279	755
Bra007961	AT1G71100	83.9	1.95e-152	425
Bra007962	AT1G71120	86.2	4.45e-224	614
Bra007966	AT1G71160	86.4	6.14e-289	786
Bra007967	AT1G71180	83.9	3.84e-176	489
Bra007968	AT1G71200	60.3	2.72e-84	251
Bra007970	AT1G71696	86.4	0	875
Bra007972	AT1G71692	92.9	1.98e-140	390
Bra007975	AT1G71450	79.3	2.29e-100	286
Bra007976	AT1G71430	65.3	7.06e-45	146
Bra007977	AT1G71410	89.4	0	1503
Bra007978	AT1G71390	61.6	4.22e-132	412
Bra007989	AT5G41690	53.8	3.63e-152	446
Bra007990	AT1G71870	89.1	0	884
Bra007991	AT1G71880	87	0	872
Bra007994	AT1G71920	88.1	6.34e-256	705
Bra007998	AT1G71950	88.3	8.87e-57	172
Bra008001	AT1G72010	74.1	1.12e-174	490
Bra008005	AT1G72060	80.2	2.47e-47	144
Bra008006	AT1G72100	85.1	9.57e-171	488
Bra008011	AT1G72140	82.3	0	900
Bra008012	AT1G72150	80.3	2.26e-252	703
Bra008013	AT1G72160	83.4	1.9e-284	778
Bra008016	AT1G72200	77	3.75e-218	603
Bra008018	AT1G72220	60.4	1.75e-145	417
Bra008019	AT1G72230	77	1.12e-85	249
Bra008022	AT1G72240	72.3	2.47e-53	164
Bra008027	AT1G72300	80.5	0	1253
Bra008029	AT1G72340	92.5	2.8e-231	634
Bra008030	AT1G72370	85.3	3.28e-184	508
Bra008036	AT1G72510	81.1	5.46e-93	266
Bra008037	AT1G72520	90.5	0	1689
Bra008038	AT1G72540	86.1	7.73e-273	745
Bra008040	AT1G72570	72.5	1.82e-214	595
Bra008041	AT1G72630	93	1.75e-68	201
Bra008045	AT1G72730	95.9	1.16e-292	793
Bra008046	AT1G72750	89.4	5.49e-113	319
Bra008051	AT1G72810	90.9	0	932
Bra008057	AT1G72880	88.3	8.6e-230	630
Bra008060	AT1G72890	66.8	5.89e-201	565
Bra008062	AT1G72980	54.2	1.69e-60	187
Bra008064	AT1G73000	89.4	3.5e-116	328
Bra008065	AT5G39250	86.1	3.76e-165	456
Bra008066	AT1G73010	84.4	1.38e-181	501
Bra008068	AT1G73040	89.2	2.25e-122	342
Bra008070	AT1G73090	79.9	2.28e-193	533
Bra008073	AT1G73140	89.8	1.1e-293	795
Bra008074	AT1G73150	63.2	7.65e-152	436
Bra008077	AT1G73170	85.8	0	1045
Bra008079	AT1G73190	92.9	7.91e-177	487
Bra008086	AT1G73230	93.4	4.07e-102	290
Bra008095	AT1G73380	80.7	3.31e-236	651
Bra008097	AT1G73470	81.7	1.46e-196	544
Bra008101	AT1G73540	78.7	1.86e-104	298
Bra008104	AT1G73580	91.1	2.75e-110	310
Bra008105	AT1G73590	91.7	0	1056
Bra008106	AT1G73650	91.7	7.92e-199	545
Bra008111	AT1G73770	69.8	1.89e-59	186
Bra008112	AT1G73780	72.4	1.61e-53	161
Bra008116	AT1G73930	87.9	0	1082
Bra008117	AT1G73980	87.6	0	1082
Bra008124	AT1G74000	80.8	1.01e-186	517
Bra008126	AT1G74010	85.5	3.56e-198	546
Bra008127	AT1G74020	92.1	4.16e-218	597
Bra008130	AT1G74070	83.3	6.58e-181	501
Bra008131	AT1G74080	74.8	4.1e-166	465
Bra008132	AT1G74100	92.6	3.64e-243	660
Bra008136	AT1G74160	81.8	0	1472
Bra008138	AT1G74190	75.9	4.16e-290	860
Bra008143	AT1G74250	70.3	7.11e-262	733
Bra008152	AT1G74470	95.7	0	878
Bra008154	AT1G74500	95.7	1.17e-55	166
Bra008156	AT1G74520	91	1.99e-115	324
Bra008158	AT1G74630	83.7	0	956
Bra008159	AT1G74640	90.5	2.9e-236	646
Bra008161	AT1G40087	72.4	6.13e-61	192
Bra008162	AT1G74670	89.1	1.35e-69	202
Bra008163	AT1G74690	66.6	2.04e-205	582
Bra008164	AT1G74700	90	9.72e-184	506
Bra008166	AT1G74730	86.7	1.69e-90	263
Bra008174	AT1G75020	85.5	6.5e-235	643
Bra008175	AT1G75030	85.4	7.08e-163	450
Bra008178	AT1G75125	78.8	4.97e-64	188
Bra008179	AT1G75160	94.7	1.71e-279	757
Bra008184	AT1G75220	94.1	0	881
Bra008188	AT1G75270	88.1	7.39e-135	376
Bra008191	AT1G75380	87.7	1.06e-199	549
Bra008201	AT1G75500	94.9	2.88e-268	728
Bra008202	AT1G75510	81.1	1.93e-144	404
Bra008213	AT1G75670	78.7	6.7e-109	309
Bra008214	AT1G75680	88.7	0	959
Bra008222	AT1G75750	87.8	2.67e-61	181
Bra008223	AT1G75790	79.3	6.69e-307	837
Bra008224	AT1G75800	86.4	8.52e-208	570
Bra008226	AT2G26020	87.5	2.38e-49	149
Bra008227	AT1G75840	96.9	1.22e-138	384
Bra008228	AT1G75870	55.5	2.54e-46	148
Bra008229	AT1G75910	73	1.21e-183	510
Bra008230	AT1G75940	84.1	0	969
Bra008235	AT1G76020	77	2.26e-126	356
Bra008236	AT1G76060	86.5	2.09e-88	254
Bra008244	AT4G16550	63.2	3.79e-114	329
Bra008261	AT1G76490	90.4	0	949
Bra008265	AT1G76570	89.3	3.43e-214	586
Bra008267	AT1G76600	74.3	4.14e-88	258
Bra008271	AT1G76680	85.9	6.99e-260	707
Bra008273	AT1G76750	76.6	2.88e-79	231
Bra008274	AT1G76770	77.9	8.2e-78	234
Bra008276	AT1G76780	55.4	9.24e-67	252
Bra008279	AT1G76810	82.8	0	1470
Bra008288	AT3G42640	95.5	0	1786
Bra008291	AT1G77100	82.1	4.74e-188	520
Bra008294	AT1G77140	96	0	1063
Bra008297	AT1G77240	86.1	0	958
Bra008299	AT1G77280	79.3	0	1097
Bra008304	AT1G77360	85.2	8.42e-167	480
Bra008307	AT1G77420	85.6	7.77e-244	666
Bra008309	AT1G77450	83.5	3.16e-155	431
Bra008313	AT1G77520	82.9	4.42e-238	651
Bra008317	AT1G77600	72.8	0	1889
Bra008320	AT1G77630	81.6	1.36e-225	623
Bra008321	AT1G77660	81.2	1.11e-108	326
Bra008322	AT1G77680	74.2	0	1481
Bra008326	AT1G77700	90	9.49e-158	444
Bra008330	AT1G77730	88.3	5.62e-165	456
Bra008331	AT1G77740	90.5	0	997
Bra008334	AT1G77765	69.7	2.1e-67	202
Bra008335	AT1G77770	81.6	4.65e-153	426
Bra008336	AT1G77790	79.5	1.24e-138	397
Bra008338	AT1G77885	73.8	2.11e-33	109
Bra008339	AT2G07806	68.4	1.52e-08	50.1
Bra008341	AT1G78020	77.5	1.06e-77	228
Bra008342	AT1G78050	82.7	6.79e-188	520
Bra008344	AT1G78090	86.5	6.24e-233	638
Bra008347	AT1G78130	92.4	2.96e-310	842
Bra008348	AT1G78140	79.7	2.64e-197	545
Bra008349	AT1G78150	79	3.25e-158	442
Bra008350	AT1G78160	67.2	2.78e-273	758
Bra008352	AT1G78172	69.9	1.31e-18	72.4
Bra008354	AT1G78270	76.8	2.46e-274	751
Bra008370	AT1G78590	88.9	8.28e-187	517
Bra008371	AT1G78600	78.4	3.57e-171	476
Bra008376	AT1G78660	87	1.05e-216	594
Bra008380	AT1G78810	65.4	6.5e-204	572
Bra008387	AT1G78940	81.3	0	1116
Bra008393	AT1G79050	90.3	1.08e-264	723
Bra008401	AT1G79190	82.1	0	2026
Bra008402	AT1G16470	100	1.84e-166	458
Bra008404	AT1G79250	83.3	1.83e-294	812
Bra008405	AT1G79260	88.4	5.53e-101	287
Bra008407	AT1G79330	83.2	1.47e-253	694
Bra008408	AT1G79360	87.3	0	901
Bra008410	AT1G79400	82.1	0	1267
Bra008417	AT1G79540	87.8	5.28e-261	742
Bra008421	AT1G79550	97.8	5.28e-279	756
Bra008425	AT1G79590	94.4	1.09e-144	404
Bra008427	AT1G79620	85.4	0	1547
Bra008429	AT1G80930	88.8	0	951
Bra008432	AT1G80880	85.9	2.09e-202	570
Bra008433	AT1G80870	82.4	0	1019
Bra008434	AT1G80860	91.5	3.14e-114	320
Bra008437	AT1G80830	90.4	0	925
Bra008438	AT1G80820	96.7	3.07e-236	642
Bra008445	AT1G80730	82.3	1.15e-117	333
Bra008448	AT1G80650	65.8	5.21e-75	224
Bra008449	AT1G80640	84.7	8.9e-253	692
Bra008452	AT4G23160	60.7	1.52e-216	653
Bra008459	AT1G66550	51.2	3.27e-76	231
Bra008460	AT1G80580	66.7	4.96e-95	279
Bra008461	AT1G80570	83.1	7.78e-253	696
Bra008462	AT2G26000	87.4	2.99e-303	825
Bra008463	AT1G80560	93.1	4.94e-268	729
Bra008468	AT1G80540	88.5	0	901
Bra008469	AT1G80510	89	3.84e-294	802
Bra008470	AT1G80480	88.2	1.23e-251	691
Bra008475	AT1G80400	77	8.67e-216	597
Bra008477	AT1G80370	77.8	8.22e-236	652
Bra008478	AT1G80360	84.3	3.77e-260	709
Bra008480	AT1G80340	88.9	7.89e-236	643
Bra008481	AT1G80330	81.1	3.61e-216	593
Bra008482	AT1G80320	88.1	2.87e-213	584
Bra008483	AT1G80290	83.5	9.08e-203	558
Bra008484	AT1G80280	80.7	0	972
Bra008485	AT1G80260	82	0	1548
Bra008487	AT1G80200	70.2	6.54e-78	236
Bra008488	AT1G80190	86	1.1e-119	337
Bra008489	AT1G80180	75.4	3.49e-61	183
Bra008491	AT1G80160	91	4.71e-113	319
Bra008492	AT1G80150	76.7	5.86e-118	348
Bra008493	AT1G80140	77.6	1.04e-195	543
Bra008494	AT1G80133	79.7	1.81e-38	122
Bra008495	AT1G80130	66.3	1.51e-127	365
Bra008497	AT1G80120	92.4	4.52e-141	392
Bra008502	AT1G79910	74.4	5.63e-180	504
Bra008505	AT5G63930	89	4.95e-252	742
Bra008506	AT1G64790	89.9	0	4186
Bra008507	AT1G64970	91.8	4.25e-202	556
Bra008509	AT5G61020	63.5	9.16e-152	439
Bra008510	AT2G12190	85.2	5.3e-311	847
Bra008512	AT1G64880	89.3	2.17e-288	789
Bra008513	AT1G64860	82.2	6.59e-280	767
Bra008515	AT4G00240	88.7	0	1568
Bra008516	AT4G00295	80.6	4.67e-276	756
Bra008517	AT4G00300	78.9	1.04e-262	721
Bra008518	AT4G00305	76.4	3.42e-68	201
Bra008519	AT4G00360	93.3	0	1061
Bra008523	AT4G00540	52	6.25e-129	383
Bra008524	AT4G00560	80.2	2.56e-187	518
Bra008528	AT4G00700	81.2	0	1621
Bra008529	AT4G00750	87.4	0	1160
Bra008530	AT4G00755	70.5	5.24e-182	513
Bra008534	AT4G01110	78	5.15e-129	365
Bra008536	AT4G01023	58.3	1.62e-47	157
Bra008540	AT4G01070	83.4	9.03e-300	816
Bra008543	AT4G00895	63.1	4.46e-65	197
Bra008544	AT4G00890	55.1	1.8e-14	76.3
Bra008552	AT4G01500	69.7	8.57e-155	437
Bra008553	AT4G01550	61.2	2.68e-157	452
Bra008554	AT4G01590	67.4	4.56e-59	186
Bra008555	AT4G01730	89	9.18e-293	800
Bra008557	AT4G02120	88.3	0	975
Bra008559	AT4G02150	76.2	1.88e-254	705
Bra008562	AT5G17320	60.1	8.97e-296	825
Bra008565	AT5G17280	63.7	1.43e-44	141
Bra008566	AT5G17270	82.6	0	1375
Bra008568	AT5G17250	85.3	0	1564
Bra008574	AT5G17180	50	6.81e-21	80.5
Bra008577	AT5G17150	67.8	1.88e-68	207
Bra008578	AT5G17140	53.5	1.57e-22	85.1
Bra008579	AT5G17060	97.9	3.14e-139	385
Bra008581	AT5G17000	87.2	1.37e-225	617
Bra008582	AT5G16930	82	0	915
Bra008585	AT5G16880	92.4	4.77e-228	628
Bra008586	AT5G16870	92.4	8.49e-106	299
Bra008587	AT5G16860	86.5	0	1392
Bra008588	AT5G16850	75.8	0	1736
Bra008595	AT5G16780	83.2	0	1010
Bra008599	AT2G03140	70.3	0	2313
Bra008600	AT5G16730	63.4	2.65e-249	716
Bra008601	AT5G16720	70.1	7.52e-273	764
Bra008602	AT5G16715	93.4	0	1821
Bra008604	AT5G16690	79.6	0	1085
Bra008605	AT5G16680	67.7	0	1481
Bra008607	AT5G16650	89.3	9.4e-71	208
Bra008608	AT5G16620	80.2	2.01e-209	585
Bra008609	AT5G16610	59.7	7.55e-250	701
Bra008612	AT5G16570	96.3	2.36e-266	721
Bra008615	AT5G16530	88.1	1.01e-218	600
Bra008616	AT5G16510	93.1	1.01e-247	673
Bra008619	AT5G16490	69.6	7.56e-57	174
Bra008620	AT5G16480	90.3	1.26e-138	385
Bra008624	AT5G16320	61.4	7.86e-177	503
Bra008625	AT5G16300	88	0	1817
Bra008626	AT5G16280	87	0	2189
Bra008627	AT4G11340	50.4	1.68e-66	218
Bra008629	AT5G16260	80.7	1.13e-291	798
Bra008630	AT5G16250	89.1	9.27e-114	320
Bra008632	AT5G16230	91.1	5.36e-268	729
Bra008633	AT5G16220	70.1	6.77e-203	570
Bra008636	AT5G16200	81.1	6.73e-83	241
Bra008645	AT5G16110	79.3	3.37e-88	257
Bra008651	AT5G16080	83.7	7.59e-215	589
Bra008653	AT5G16060	93.5	9.87e-58	172
Bra008654	AT5G16040	91.4	2.98e-253	691
Bra008655	AT5G16030	81.1	1.19e-164	463
Bra008656	AT5G16020	82.5	0	966
Bra008658	AT1G72550	81.1	0	981
Bra008659	AT5G16000	91	0	931
Bra008660	AT5G15980	73.8	0	908
Bra008661	AT5G15970	72.6	2.52e-22	80.5
Bra008662	AT5G15950	90.4	4.07e-242	660
Bra008663	AT5G15900	83.6	3.31e-216	596
Bra008664	AT5G15890	67.7	1.66e-249	689
Bra008667	AT5G15870	86.7	0	1203
Bra008669	AT5G15840	69.8	1e-131	381
Bra008673	AT5G15802	83.3	1.23e-56	169
Bra008674	AT5G15800	90.1	6.57e-164	453
Bra008675	AT5G15790	74.7	1.03e-122	348
Bra008676	AT5G15780	70.1	1.8e-113	335
Bra008677	AT5G15770	83.6	7.97e-90	258
Bra008678	AT5G15760	78.1	2.79e-91	263
Bra008680	AT5G15730	85.6	1.66e-254	698
Bra008683	AT5G15650	96.4	1.13e-272	737
Bra008689	AT5G15580	78	0	1178
Bra008699	AT5G15410	91.5	0	1343
Bra008701	AT5G15390	77.3	9.45e-178	496
Bra008702	AT5G15330	86.4	1.03e-179	501
Bra008705	AT5G15310	85.2	3.05e-200	551
Bra008706	AT5G15300	85.5	2.56e-293	805
Bra008708	AT5G15290	88.8	3.15e-107	304
Bra008710	AT5G15260	83	1.79e-104	300
Bra008711	AT5G15250	86.1	0	1131
Bra008712	AT5G15210	74.3	2.28e-118	339
Bra008716	AT5G15160	95.7	3.46e-53	160
Bra008718	AT5G15140	76.1	1.06e-235	655
Bra008719	AT5G15130	78.2	1e-270	748
Bra008722	AT5G15100	80.9	6.08e-199	550
Bra008723	AT5G15090	77.9	6.6e-157	437
Bra008731	AT5G14930	63.4	3e-210	600
Bra008732	AT5G14890	83.6	3.05e-268	735
Bra008733	AT5G14870	90.7	0	1254
Bra008734	AT5G14860	80.6	4.15e-294	802
Bra008735	AT5G14800	92	6.57e-169	468
Bra008736	AT5G14790	86.2	5.17e-203	560
Bra008737	AT5G14780	91.7	1.16e-262	714
Bra008738	AT5G14770	87.5	1.68e-85	279
Bra008739	AT5G14760	91.5	0	1159
Bra008740	AT5G14750	90.1	5.88e-132	368
Bra008741	AT5G14730	63.5	3.09e-67	207
Bra008742	AT5G14720	85.7	0	1047
Bra008745	AT5G14680	93.7	9.91e-121	337
Bra008747	AT5G14660	85.9	7.96e-165	457
Bra008748	AT5G14650	85.6	6.68e-282	767
Bra008749	AT5G14620	70.9	3.03e-309	851
Bra008750	AT5G14600	90.6	2.61e-208	571
Bra008752	AT5G14550	84.8	1.09e-240	657
Bra008753	AT5G14480	91.2	4.35e-280	758
Bra008756	AT5G14460	85.6	4.29e-307	838
Bra008757	AT5G14450	91	1.43e-270	734
Bra008759	AT5G14410	85.1	1.49e-70	208
Bra008760	AT5G14400	87.1	5.32e-279	759
Bra008761	AT5G14390	90.5	2.64e-231	633
Bra008763	AT5G14370	74.4	2.51e-117	349
Bra008764	AT5G14340	82.2	2.93e-151	422
Bra008765	AT5G14330	77.3	2.79e-28	97.8
Bra008768	AT5G14285	84.8	6.45e-154	430
Bra008771	AT5G14230	84.8	0	1263
Bra008772	AT5G14220	87.5	0	888
Bra008773	AT5G14210	73.8	1.66e-284	799
Bra008774	AT5G14180	87.7	4.32e-268	730
Bra008777	AT5G14110	87.1	4.68e-38	120
Bra008778	AT5G14105	84.2	3.25e-36	116
Bra008779	AT5G14100	89.6	3.46e-180	496
Bra008781	AT5G14080	67.1	8.34e-30	117
Bra008783	AT5G14050	77.8	4.48e-288	791
Bra008785	AT5G14030	84.7	1.24e-105	301
Bra008787	AT5G14010	65.9	4.13e-46	147
Bra008789	AT5G13990	82.6	0	1078
Bra008790	AT5G13970	65.7	1.43e-157	449
Bra008791	AT5G13950	70.7	0	1242
Bra008792	AT5G13930	95.7	3.86e-278	754
Bra008794	AT5G13890	86.2	2.39e-178	494
Bra008795	AT5G13880	72.2	8.88e-75	224
Bra008797	AT5G13850	86.5	1.44e-89	261
Bra008798	AT5G13830	90.3	7.99e-145	402
Bra008801	AT5G13810	80.7	1.41e-144	405
Bra008805	AT5G13750	86.1	1.18e-297	810
Bra008806	AT4G25810	92	2.83e-198	543
Bra008807	AT5G13730	85.1	8.05e-229	630
Bra008808	AT5G13720	84.6	1.27e-145	408
Bra008809	AT5G13680	86.7	0	2214
Bra008811	AT5G13650	96	0	1262
Bra008812	AT5G13640	93	0	1229
Bra008814	AT5G13610	74.9	2.63e-198	553
Bra008815	AT5G13600	78.2	0	893
Bra008816	AT5G13590	52.3	1.78e-313	902
Bra008817	AT5G13580	90.8	0	1243
Bra008818	AT5G13570	84.2	5.79e-181	504
Bra008819	AT5G13560	85.8	0	1065
Bra008820	AT5G13550	91.2	0	1212
Bra008823	AT5G13520	89.6	0	1101
Bra008824	AT5G13510	87.7	4.53e-134	375
Bra008828	AT5G13470	71.5	5.07e-62	188
Bra008831	AT5G13420	92.3	4.32e-281	765
Bra008832	AT5G13390	88.9	0	1906
Bra008834	AT5G13340	84.8	1.64e-43	146
Bra008837	AT5G13310	66.6	9.89e-144	412
Bra008838	AT5G13300	91.1	0	1380
Bra008839	AT5G13290	86.9	4.06e-210	582
Bra008840	AT5G13280	84.3	0	894
Bra008841	AT5G13270	86	0	1313
Bra008842	AT5G13260	70	4.17e-211	596
Bra008843	AT5G13250	73	2.01e-163	462
Bra008844	AT5G13240	94.2	1.27e-154	428
Bra008845	AT5G13230	83.4	0	1302
Bra008846	AT5G13220	65.3	1.63e-82	243
Bra008847	AT5G13210	73.6	0	971
Bra008851	AT5G13160	95.4	1.46e-315	853
Bra008857	AT5G13090	67	4.63e-88	261
Bra008858	AT5G13080	87.2	3.12e-85	245
Bra008859	AT5G13070	96.2	2.23e-130	362
Bra008860	AT5G13060	73.2	1.43e-275	774
Bra008861	AT5G13050	86	3.54e-167	464
Bra008862	AT5G13030	88	0	1122
Bra008863	AT5G13020	85	5.71e-239	655
Bra008870	AT5G12940	81	6.05e-87	267
Bra008872	AT5G12900	81	1.15e-288	793
Bra008873	AT5G12890	80.9	1.03e-285	781
Bra008874	AT5G12880	80.3	7.64e-37	117
Bra008876	AT5G12860	99	4.02e-207	576
Bra008877	AT5G12850	79.5	0	964
Bra008878	AT5G12840	78.6	4.72e-135	382
Bra008879	AT5G12480	94.2	0	986
Bra008881	AT5G12460	78.5	6.72e-262	719
Bra008887	AT5G12440	73.1	2.36e-301	833
Bra008888	AT5G12430	75.1	0	1590
Bra008892	AT5G12380	89.8	4.08e-201	552
Bra008893	AT5G12370	90.8	0	1389
Bra008894	AT5G12360	74.2	1.9e-94	272
Bra008899	AT5G12320	81.8	1.24e-31	109
Bra008900	AT5G12310	70	2.95e-107	310
Bra008901	AT5G12300	81.7	1.61e-180	504
Bra008902	AT5G12260	81.8	0	1028
Bra008903	AT5G12250	99.5	0	893
Bra008906	AT5G12230	76.6	1.08e-69	212
Bra008907	AT5G12210	91.1	3.01e-148	419
Bra008908	AT5G12200	91.7	0	969
Bra008910	AT5G12180	96	0	1001
Bra008911	AT5G12150	89.4	0	1399
Bra008913	AT5G12130	77.7	3.99e-201	556
Bra008914	AT5G12120	70.4	9.51e-261	727
Bra008915	AT5G12110	87.3	1.85e-128	361
Bra008916	AT5G12100	76.4	1.21e-84	286
Bra008921	AT5G12000	83.9	0	1126
Bra008923	AT5G11960	94.3	1.63e-230	629
Bra008925	AT5G11930	68.9	5.28e-62	186
Bra008926	AT5G11920	77.9	4.73e-307	838
Bra008927	AT5G11910	83.5	1.89e-173	481
Bra008928	AT5G11900	96.5	3.76e-134	373
Bra008929	AT5G11890	80.5	1.24e-136	387
Bra008931	AT5G11880	91.4	0	887
Bra008932	AT5G11870	85.1	2.76e-165	457
Bra008934	AT5G11820	76.1	1.92e-94	271
Bra008936	AT5G11800	91.7	0	969
Bra008937	AT5G11780	65.4	7.97e-225	627
Bra008941	AT5G11730	87.8	6.01e-266	722
Bra008943	AT5G11700	93.2	0	2577
Bra008944	AT5G11660	71.7	2.08e-163	456
Bra008947	AT5G11650	86.7	1.13e-240	659
Bra008948	AT5G11640	91.3	1.08e-167	462
Bra008949	AT5G11630	90.3	2.65e-52	158
Bra008950	AT5G11620	77.4	2.12e-146	410
Bra008951	AT5G11610	80.2	0	872
Bra008953	AT5G11560	90.5	0	1759
Bra008954	AT5G11550	86.9	3.36e-162	453
Bra008956	AT5G11510	75.2	0	1333
Bra008958	AT5G11480	85.7	2.16e-196	541
Bra008960	AT5G11460	59.3	5e-101	298
Bra008961	AT5G11450	83.2	6.18e-168	468
Bra008962	AT5G11440	70.3	1.34e-61	187
Bra008963	AT5G11430	71.9	0	1144
Bra008966	AT5G11390	71.7	2.68e-293	816
Bra008967	AT5G11380	90.3	0	1212
Bra008968	AT5G11350	75.2	0	1048
Bra008969	AT5G11340	90.2	1.95e-108	305
Bra008970	AT5G11330	86.1	6.48e-258	703
Bra008971	AT5G11320	87.6	2.37e-271	738
