kegg_id,symbol,brapa_gene,arabidopsis_agi
ath:AT5G07380,AT5G07380,Bra009267,AT5G07380
ath:AT5G07370,IPK2a,Bra009268,AT5G07370
ath:AT5G07360,AT5G07360,Bra009269,AT5G07360
ath:AT5G07330,AT5G07330,Bra009270,AT5G07330
ath:AT5G07300,BON2,Bra009273,AT5G07300
ath:AT5G07290,ML4,Bra009274,AT5G07290
ath:AT5G07280,EMS1,Bra009277,AT5G07280
ath:AT5G07270,XBAT33,Bra009278,AT5G07270
ath:AT5G07250,RBL3,Bra009279,AT5G07250
ath:AT5G07240,IQD24,Bra009281,AT5G07240
ath:AT5G07230,AT5G07230,Bra009282,AT5G07230
ath:AT5G07220,BAG3,Bra009283,AT5G07220
ath:AT5G07200,GA20OX3,Bra009285,AT5G07200
ath:AT5G07190,ATS3,Bra009286,AT5G07190
ath:AT5G07180,ERL2,Bra009287,AT5G07180
ath:AT5G07160,AT5G07160,Bra009288,AT5G07160
ath:AT5G07130,LAC13,Bra009290,AT5G07130
ath:AT5G07120,SNX2b,Bra009291,AT5G07120
ath:AT5G07080,AT5G07080,Bra009292,AT5G07080
ath:AT5G07070,CIPK2,Bra009293,AT5G07070
ath:AT5G07050,UMAMIT9,Bra009296,AT5G07050
ath:AT5G07040,AT5G07040,Bra009297,AT5G07040
ath:AT5G07030,AT5G07030,Bra009298,AT5G07030
ath:AT5G06980,AT5G06980,Bra009302,AT5G06980
ath:AT5G06970,AT5G06970,Bra009303,AT5G06970
ath:AT5G07720,XXT3,Bra009305,AT5G07720
ath:AT5G07800,AT5G07800,Bra009308,AT5G07800
ath:AT5G07820,AT5G07820,Bra009309,AT5G07820
ath:AT5G07990,TT7,Bra009312,AT5G07990
ath:AT5G08000,E13L3,Bra009313,AT5G08000
ath:AT5G08010,AT5G08010,Bra009315,AT5G08010
ath:AT5G08030,GDPD6,Bra009316,AT5G08030
ath:AT5G08100,ASPGA1,Bra009319,AT5G08100
ath:AT5G08110,AT5G08110,Bra009320,AT5G08110
ath:AT5G08120,MPB2C,Bra009321,AT5G08120
ath:AT5G08130,BIM1,Bra009322,AT5G08130
ath:AT5G08139,AT5G08139,Bra009323,AT5G08139
ath:AT5G08180,AT5G08180,Bra009327,AT5G08180
ath:AT5G08230,AT5G08230,Bra009330,AT5G08230
ath:AT5G23140,NCLPP7,Bra009331,AT5G23140
ath:AT5G08240,AT5G08240,Bra009332,AT5G08240
ath:AT5G08280,HEMC,Bra009334,AT5G08280
ath:AT5G08290,YLS8,Bra009335,AT5G08290
ath:AT5G08300,AT5G08300,Bra009336,AT5G08300
ath:AT5G08310,AT5G08310,Bra009337,AT5G08310
ath:AT5G08330,TCP11,Bra009338,AT5G08330
ath:AT5G08440,AT5G08440,Bra009340,AT5G08440
ath:AT5G08460,AT5G08460,Bra009341,AT5G08460
ath:AT5G08470,PEX1,Bra009342,AT5G08470
ath:AT5G08500,AT5G08500,Bra009344,AT5G08500
ath:AT5G08510,AT5G08510,Bra009345,AT5G08510
ath:AT5G08520,AT5G08520,Bra009346,AT5G08520
ath:AT5G08530,CI51,Bra009347,AT5G08530
ath:AT5G08535,AT5G08535,Bra009348,AT5G08535
ath:AT5G08540,AT5G08540,Bra009349,AT5G08540
ath:AT5G08550,ILP1,Bra009350,AT5G08550
ath:AT5G08560,AT5G08560,Bra009351,AT5G08560
ath:AT5G08570,AT5G08570,Bra009352,AT5G08570
ath:AT5G08610,PDE340,Bra009355,AT5G08610
ath:AT5G08620,STRS2,Bra009356,AT5G08620
ath:AT5G08630,AT5G08630,Bra009357,AT5G08630
ath:AT5G08640,FLS1,Bra009358,AT5G08640
ath:AT5G08720,AT5G08720,Bra009364,AT5G08720
ath:AT5G08740,NDC1,Bra009366,AT5G08740
ath:AT5G08750,AT5G08750,Bra009367,AT5G08750
ath:AT5G08770,AT5G08770,Bra009368,AT5G08770
ath:AT5G08780,AT5G08780,Bra009369,AT5G08780
ath:AT5G08790,ATAF2,Bra009370,AT5G08790
ath:AT5G09220,AAP2,Bra009371,AT5G09220
ath:AT5G09250,KIWI,Bra009372,AT5G09250
ath:AT5G09270,AT5G09270,Bra009374,AT5G09270
ath:AT5G09280,AT5G09280,Bra009375,AT5G09280
ath:AT5G09315,AT5G09315,Bra009377,AT5G09315
ath:AT3G19770,VPS9A,Bra009378,AT3G19770
ath:AT5G09380,AT5G09380,Bra009380,AT5G09380
ath:AT5G09390,AT5G09390,Bra009381,AT5G09390
ath:AT5G09410,EICBP.B,Bra009382,AT5G09410
ath:AT5G09420,TOC64-V,Bra009383,AT5G09420
ath:AT5G09460,AT5G09460,Bra009385,AT5G09460
ath:AT5G09480,AT5G09480,Bra009387,AT5G09480
ath:AT5G09530,PELPK1,Bra009388,AT5G09530
ath:AT5G09540,AT5G09540,Bra009389,AT5G09540
ath:AT5G09550,GDI,Bra009390,AT5G09550
ath:AT5G09570,AT5G09570,Bra009391,AT5G09570
ath:AT4G32210,SDH3-2,Bra009392,AT4G32210
ath:AT5G09620,AT5G09620,Bra009393,AT5G09620
ath:AT5G09640,SCPL19,Bra009395,AT5G09640
ath:AT5G09740,HAM2,Bra009399,AT5G09740
ath:AT5G09790,ATXR5,Bra009403,AT5G09790
ath:AT5G04990,SUN1,Bra009405,AT5G04990
ath:AT5G04940,SUVH1,Bra009409,AT5G04940
ath:AT5G04920,AT5G04920,Bra009411,AT5G04920
ath:AT5G04910,AT5G04910,Bra009412,AT5G04910
ath:AT2G26640,KCS11,Bra009413,AT2G26640
ath:AT5G04895,ABO6,Bra009414,AT5G04895
ath:AT1G23465,AT1G23465,Bra009418,AT1G23465
ath:AT5G04870,CPK1,Bra009420,AT5G04870
ath:AT5G04860,AT5G04860,Bra009421,AT5G04860
ath:AT5G04840,AT5G04840,Bra009426,AT5G04840
ath:AT5G04830,AT5G04830,Bra009427,AT5G04830
ath:AT5G04820,OFP13,Bra009428,AT5G04820
ath:AT5G04810,AT5G04810,Bra009430,AT5G04810
ath:AT5G04800,AT5G04800,Bra009431,AT5G04800
ath:AT5G04720,ADR1-L2,Bra009434,AT5G04720
ath:AT5G04710,AT5G04710,Bra009435,AT5G04710
ath:AT5G04630,CYP77A9,Bra009437,AT5G04630
ath:AT5G04620,BIOF,Bra009438,AT5G04620
ath:AT5G04610,AT5G04610,Bra009439,AT5G04610
ath:AT5G04590,SIR,Bra009441,AT5G04590
ath:AT5G04560,DME,Bra009442,AT5G04560
ath:AT5G04540,MTM2,Bra009444,AT5G04540
ath:AT5G04530,KCS19,Bra009445,AT5G04530
ath:AT5G04510,PDK1,Bra009447,AT5G04510
ath:AT5G04500,AT5G04500,Bra009448,AT5G04500
ath:AT5G04480,AT5G04480,Bra009450,AT5G04480
ath:AT5G04460,AT5G04460,Bra009452,AT5G04460
ath:AT5G04440,AT5G04440,Bra009453,AT5G04440
ath:AT5G04430,BTR1L,Bra009454,AT5G04430
ath:AT5G04410,NAC2,Bra009456,AT5G04410
ath:AT5G04380,AT5G04380,Bra009460,AT5G04380
ath:AT5G04360,LDA,Bra009461,AT5G04360
ath:AT5G04350,AT5G04350,Bra009463,AT5G04350
ath:AT5G04340,ZAT6,Bra009464,AT5G04340
ath:AT5G04210,AT5G04210,Bra009465,AT5G04210
ath:AT5G04290,KTF1,Bra009470,AT5G04290
ath:AT5G04270,AT5G04270,Bra009471,AT5G04270
ath:AT5G04260,WCRKC2,Bra009472,AT5G04260
ath:AT5G04250,AT5G04250,Bra009473,AT5G04250
ath:AT5G04240,ELF6,Bra009474,AT5G04240
ath:AT5G04220,SYTC,Bra009476,AT5G04220
ath:AT5G04190,PKS4,Bra009478,AT5G04190
ath:AT5G04180,ACA3,Bra009479,AT5G04180
ath:AT5G04170,AT5G04170,Bra009480,AT5G04170
ath:AT5G04160,AT5G04160,Bra009481,AT5G04160
ath:AT5G04140,GLU1,Bra009483,AT5G04140
ath:AT5G04110,GYRB3,Bra009485,AT5G04110
ath:AT5G04080,AT5G04080,Bra009487,AT5G04080
ath:AT5G04070,AT5G04070,Bra009488,AT5G04070
ath:AT5G04060,AT5G04060,Bra009489,AT5G04060
ath:AT5G04050,AT5G04050,Bra009490,AT5G04050
ath:AT5G04040,SDP1,Bra009491,AT5G04040
ath:AT5G04030,AT5G04030,Bra009492,AT5G04030
ath:AT5G04020,AT5G04020,Bra009493,AT5G04020
ath:AT5G03990,AT5G03990,Bra009495,AT5G03990
ath:AT5G03980,AT5G03980,Bra009496,AT5G03980
ath:AT5G03970,AT5G03970,Bra009497,AT5G03970
ath:AT5G03960,IQD12,Bra009498,AT5G03960
ath:AT5G03940,CPSRP54,Bra009499,AT5G03940
ath:AT5G03910,ABCB29,Bra009500,AT5G03910
ath:AT5G03890,AT5G03890,Bra009504,AT5G03890
ath:AT5G03880,AT5G03880,Bra009505,AT5G03880
ath:AT5G03790,HB51,Bra009510,AT5G03790
ath:AT5G03770,KDTA,Bra009511,AT5G03770
ath:AT5G03740,HD2C,Bra009513,AT5G03740
ath:AT5G03720,HSFA3,Bra009515,AT5G03720
ath:AT5G03700,AT5G03700,Bra009516,AT5G03700
ath:AT5G03690,FBA4,Bra009517,AT5G03690
ath:AT5G03670,TRM28,Bra009519,AT5G03670
ath:AT5G03660,AT5G03660,Bra009520,AT5G03660
ath:AT5G03650,SBE2.2,Bra009521,AT5G03650
ath:AT5G03640,AT5G03640,Bra009522,AT5G03640
ath:AT5G03540,EXO70A1,Bra009523,AT5G03540
ath:AT5G03530,RABC2A,Bra009524,AT5G03530
ath:AT5G03510,AT5G03510,Bra009525,AT5G03510
ath:AT5G03440,AT5G03440,Bra009528,AT5G03440
ath:AT5G03430,AT5G03430,Bra009529,AT5G03430
ath:AT5G03415,DPB,Bra009530,AT5G03415
ath:AT5G03310,AT5G03310,Bra009535,AT5G03310
ath:AT5G03290,IDH-V,Bra009537,AT5G03290
ath:AT5G03280,EIN2,Bra009539,AT5G03280
ath:AT5G03240,UBQ3,Bra009542,AT5G03240
ath:AT5G03220,AT5G03220,Bra009544,AT5G03220
ath:AT5G03160,P58IPK,Bra009548,AT5G03160
ath:AT5G03150,JKD,Bra009549,AT5G03150
ath:AT5G02970,AT5G02970,Bra009556,AT5G02970
ath:AT5G02910,AT5G02910,Bra009558,AT5G02910
ath:AT3G09630,AT3G09630,Bra009560,AT3G09630
ath:AT5G02850,AT5G02850,Bra009561,AT5G02850
ath:AT5G02830,AT5G02830,Bra009563,AT5G02830
ath:AT5G02820,RHL2,Bra009564,AT5G02820
ath:AT5G02810,PRR7,Bra009565,AT5G02810
ath:AT5G47580,ASG7,Bra009567,AT5G47580
ath:AT5G02770,MOS11,Bra009568,AT5G02770
ath:AT5G02750,SGR9,Bra009570,AT5G02750
ath:AT5G02740,AT5G02740,Bra009571,AT5G02740
ath:AT5G02730,AT5G02730,Bra009572,AT5G02730
ath:AT5G02710,AT5G02710,Bra009574,AT5G02710
ath:AT5G02620,ANK1,Bra009576,AT5G02620
ath:AT5G02550,AT5G02550,Bra009579,AT5G02550
ath:AT5G02540,AT5G02540,Bra009580,AT5G02540
ath:AT5G02530,AT5G02530,Bra009581,AT5G02530
ath:AT1G79730,ELF7,Bra009582,AT1G79730
ath:AT5G02480,AT5G02480,Bra009585,AT5G02480
ath:AT5G02470,DPA,Bra009586,AT5G02470
ath:AT3G45100,SETH2,Bra009589,AT3G45100
ath:AT5G02420,AT5G02420,Bra009590,AT5G02420
ath:AT5G02400,PLL2,Bra009593,AT5G02400
ath:AT5G02390,DAU1,Bra009594,AT5G02390
ath:AT5G02320,MYB3R-5,Bra009597,AT5G02320
ath:AT5G02310,PRT6,Bra009598,AT5G02310
ath:AT5G02290,NAK,Bra009599,AT5G02290
ath:AT5G02280,AT5G02280,Bra009600,AT5G02280
ath:AT5G02270,ABCI20,Bra009601,AT5G02270
ath:AT5G02260,EXPA9,Bra009602,AT5G02260
ath:AT5G02250,EMB2730,Bra009603,AT5G02250
ath:AT5G02240,AT5G02240,Bra009604,AT5G02240
ath:AT5G02220,AT5G02220,Bra009606,AT5G02220
ath:AT5G02200,FHL,Bra009607,AT5G02200
ath:AT5G02180,AT5G02180,Bra009608,AT5G02180
ath:AT5G02160,AT5G02160,Bra009609,AT5G02160
ath:AT5G02080,AT5G02080,Bra009615,AT5G02080
ath:AT5G02070,AT5G02070,Bra009616,AT5G02070
ath:AT5G02030,RPL,Bra009618,AT5G02030
ath:AT5G02010,ROPGEF7,Bra009621,AT5G02010
ath:AT5G01060,BSK10,Bra009624,AT5G01060
ath:AT5G01120,AT5G01120,Bra009627,AT5G01120
ath:AT5G01160,AT5G01160,Bra009629,AT5G01160
ath:AT5G01180,PTR5,Bra009631,AT5G01180
ath:AT5G01240,LAX1,Bra009636,AT5G01240
ath:AT5G01300,AT5G01300,Bra009638,AT5G01300
ath:AT5G01310,APTX,Bra009639,AT5G01310
ath:AT5G01490,CAX4,Bra009640,AT5G01490
ath:AT5G01660,AT5G01660,Bra009642,AT5G01660
ath:AT5G01700,AT5G01700,Bra009643,AT5G01700
ath:AT3G08740,AT3G08740,Bra009644,AT3G08740
ath:AT2G17320,AT2G17320,Bra009651,AT2G17320
ath:AT2G17270,PHT3,Bra009654,AT2G17270
ath:AT5G66110,HIPP27,Bra009662,AT5G66110
ath:AT5G66070,AT5G66070,Bra009663,AT5G66070
ath:AT2G17110,AT2G17110,Bra009665,AT2G17110
ath:AT3G58310,AT3G58310,Bra009666,AT3G58310
ath:AT5G23280,AT5G23280,Bra009667,AT5G23280
ath:AT5G23290,PFD5,Bra009668,AT5G23290
ath:AT5G23310,FSD3,Bra009670,AT5G23310
ath:AT5G23340,AT5G23340,Bra009671,AT5G23340
ath:AT5G23390,AT5G23390,Bra009678,AT5G23390
ath:AT5G23395,MIA40,Bra009679,AT5G23395
ath:AT5G23400,AT5G23400,Bra009680,AT5G23400
ath:AT5G23430,AT5G23430,Bra009683,AT5G23430
ath:AT5G23490,AT5G23490,Bra009689,AT5G23490
ath:AT5G23520,AT5G23520,Bra009690,AT5G23520
ath:AT5G23540,AT5G23540,Bra009693,AT5G23540
ath:AT5G23550,AT5G23550,Bra009694,AT5G23550
ath:AT5G23570,SGS3,Bra009695,AT5G23570
ath:AT5G23580,CDPK9,Bra009697,AT5G23580
ath:AT5G23650,AT5G23650,Bra009699,AT5G23650
ath:AT5G23660,SWEET12,Bra009700,AT5G23660
ath:AT5G23680,AT5G23680,Bra009701,AT5G23680
ath:AT5G23690,AT5G23690,Bra009702,AT5G23690
ath:AT5G23710,AT5G23710,Bra009704,AT5G23710
ath:AT5G23720,PHS1,Bra009705,AT5G23720
ath:AT5G23750,AT5G23750,Bra009707,AT5G23750
ath:AT5G23760,AT5G23760,Bra009708,AT5G23760
ath:AT5G23850,AT5G23850,Bra009709,AT5G23850
ath:AT5G23860,TUB8,Bra009710,AT5G23860
ath:AT5G23870,AT5G23870,Bra009711,AT5G23870
ath:AT5G23880,CPSF100,Bra009712,AT5G23880
ath:AT5G23890,AT5G23890,Bra009713,AT5G23890
ath:AT5G23910,AT5G23910,Bra009714,AT5G23910
ath:AT5G24000,AT5G24000,Bra009721,AT5G24000
ath:AT5G24010,AT5G24010,Bra009722,AT5G24010
ath:AT5G24020,MIND,Bra009723,AT5G24020
ath:AT5G24030,SLAH3,Bra009724,AT5G24030
ath:AT5G24070,AT5G24070,Bra009728,AT5G24070
ath:AT5G24080,AT5G24080,Bra009730,AT5G24080
ath:AT5G24110,WRKY30,Bra009734,AT5G24110
ath:AT5G24120,SIGE,Bra009735,AT5G24120
ath:AT5G24130,AT5G24130,Bra009736,AT5G24130
ath:AT5G24170,AT5G24170,Bra009740,AT5G24170
ath:AT5G24270,SOS3,Bra009743,AT5G24270
ath:AT5G24280,GMI1,Bra009745,AT5G24280
ath:AT5G24290,MEB2,Bra009746,AT5G24290
ath:AT5G24300,SS1,Bra009747,AT5G24300
ath:AT5G24310,ABIL3,Bra009748,AT5G24310
ath:AT5G24313,AT5G24313,Bra009749,AT5G24313
ath:AT5G24314,PTAC7,Bra009750,AT5G24314
ath:AT5G24320,AT5G24320,Bra009751,AT5G24320
ath:AT5G24330,ATXR6,Bra009752,AT5G24330
ath:AT5G24350,AT5G24350,Bra009753,AT5G24350
ath:AT5G24360,IRE1-1,Bra009754,AT5G24360
ath:AT5G24380,YSL2,Bra009756,AT5G24380
ath:AT5G24390,AT5G24390,Bra009757,AT5G24390
ath:AT5G24400,EMB2024,Bra009758,AT5G24400
ath:AT5G24410,PGL4,Bra009759,AT5G24410
ath:AT5G24420,PGL5,Bra009763,AT5G24420
ath:AT5G24470,PRR5,Bra009768,AT5G24470
ath:AT5G24520,TTG1,Bra009770,AT5G24520
ath:AT5G24570,AT5G24570,Bra009772,AT5G24570
ath:AT5G24580,AT5G24580,Bra009773,AT5G24580
ath:AT5G24600,AT5G24600,Bra009775,AT5G24600
ath:AT5G24620,AT5G24620,Bra009777,AT5G24620
ath:AT5G24630,BIN4,Bra009778,AT5G24630
ath:AT5G24650,AT5G24650,Bra009782,AT5G24650
ath:AT5G24660,LSU2,Bra009783,AT5G24660
ath:AT5G24680,AT5G24680,Bra009788,AT5G24680
ath:AT5G24690,AT5G24690,Bra009789,AT5G24690
ath:AT5G24740,AT5G24740,Bra009791,AT5G24740
ath:AT5G24790,AT5G24790,Bra009792,AT5G24790
ath:AT5G24820,AT5G24820,Bra009795,AT5G24820
ath:AT5G24830,AT5G24830,Bra009796,AT5G24830
ath:AT5G24840,AT5G24840,Bra009797,AT5G24840
ath:AT5G24860,FPF1,Bra009799,AT5G24860
ath:AT5G24880,AT5G24880,Bra009801,AT5G24880
ath:AT5G24910,CYP714A1,Bra009803,AT5G24910
ath:AT5G24920,GDU5,Bra009804,AT5G24920
ath:AT5G24930,COL4,Bra009805,AT5G24930
ath:AT5G25080,AT5G25080,Bra009814,AT5G25080
ath:AT5G25090,ENODL13,Bra009815,AT5G25090
ath:AT5G25170,AT5G25170,Bra009823,AT5G25170
ath:AT5G25190,ESE3,Bra009824,AT5G25190
ath:AT5G25210,AT5G25210,Bra009825,AT5G25210
ath:AT5G25270,AT5G25270,Bra009827,AT5G25270
ath:AT5G25280,AT5G25280,Bra009829,AT5G25280
ath:AT5G25310,AT5G25310,Bra009831,AT5G25310
ath:AT5G25320,AT5G25320,Bra009832,AT5G25320
ath:AT5G25330,AT5G25330,Bra009833,AT5G25330
ath:AT5G25340,AT5G25340,Bra009834,AT5G25340
ath:AT5G25430,AT5G25430,Bra009840,AT5G25430
ath:AT5G25460,DGR2,Bra009841,AT5G25460
ath:AT5G25470,AT5G25470,Bra009842,AT5G25470
ath:AT5G25480,DNMT2,Bra009843,AT5G25480
ath:AT5G25490,AT5G25490,Bra009844,AT5G25490
ath:AT5G25500,AT5G25500,Bra009845,AT5G25500
ath:AT5G25510,AT5G25510,Bra009846,AT5G25510
ath:AT5G25540,CID6,Bra009849,AT5G25540
ath:AT5G25550,AT5G25550,Bra009850,AT5G25550
ath:AT5G25570,AT5G25570,Bra009851,AT5G25570
ath:AT5G25580,AT5G25580,Bra009852,AT5G25580
ath:AT5G25590,AT5G25590,Bra009853,AT5G25590
ath:AT5G25610,RD22,Bra009854,AT5G25610
ath:AT5G25620,YUC6,Bra009856,AT5G25620
ath:AT5G25760,PEX4,Bra009857,AT5G25760
ath:AT5G25754,AT5G25754,Bra009858,AT5G25754
ath:AT5G25790,AT5G25790,Bra009859,AT5G25790
ath:AT5G25800,AT5G25800,Bra009860,AT5G25800
ath:AT5G25810,tny,Bra009862,AT5G25810
ath:AT5G25830,GATA12,Bra009864,AT5G25830
ath:AT5G25880,NADP-ME3,Bra009866,AT5G25880
ath:AT5G25890,IAA28,Bra009867,AT5G25890
ath:AT5G25900,GA3,Bra009868,AT5G25900
ath:AT5G25930,AT5G25930,Bra009869,AT5G25930
ath:AT5G25950,AT5G25950,Bra009873,AT5G25950
ath:AT5G25970,AT5G25970,Bra009874,AT5G25970
ath:AT5G26010,AT5G26010,Bra009875,AT5G26010
ath:AT5G26030,FC1,Bra009876,AT5G26030
ath:AT5G26040,HDA2,Bra009877,AT5G26040
ath:AT5G26050,AT5G26050,Bra009878,AT5G26050
ath:AT5G26060,AT5G26060,Bra009879,AT5G26060
ath:AT5G26070,AT5G26070,Bra009880,AT5G26070
ath:AT5G26110,AT5G26110,Bra009883,AT5G26110
ath:AT5G26160,AT5G26160,Bra009884,AT5G26160
ath:AT5G26200,AT5G26200,Bra009886,AT5G26200
ath:AT5G26230,MAKR1,Bra009890,AT5G26230
ath:AT5G26240,CLC-D,Bra009891,AT5G26240
ath:AT5G26280,AT5G26280,Bra009895,AT5G26280
ath:AT5G26742,emb1138,Bra009900,AT5G26742
ath:AT3G05936,AT3G05936,Bra009903,AT3G05936
ath:AT5G26680,AT5G26680,Bra009908,AT5G26680
ath:AT5G26670,AT5G26670,Bra009909,AT5G26670
ath:AT3G05870,APC11,Bra009912,AT3G05870
ath:AT5G26600,AT5G26600,Bra009915,AT5G26600
ath:AT5G26770,AT5G26770,Bra009918,AT5G26770
ath:AT5G26790,AT5G26790,Bra009919,AT5G26790
ath:AT5G26810,AT5G26810,Bra009921,AT5G26810
ath:AT5G26920,CBP60G,Bra009925,AT5G26920
ath:AT5G26930,GATA23,Bra009926,AT5G26930
ath:AT5G26940,DPD1,Bra009927,AT5G26940
ath:AT5G26990,AT5G26990,Bra009928,AT5G26990
ath:AT5G27000,ATK4,Bra009929,AT5G27000
ath:AT5G27860,AT5G27860,Bra009939,AT5G27860
ath:AT5G27840,TOPP8,Bra009941,AT5G27840
ath:AT5G27820,AT5G27820,Bra009942,AT5G27820
ath:AT5G27760,AT5G27760,Bra009944,AT5G27760
ath:AT5G27740,EMB2775,Bra009945,AT5G27740
ath:AT5G27680,RECQSIM,Bra009948,AT5G27680
ath:AT5G27610,ALY1,Bra009950,AT5G27610
ath:AT5G27600,LACS7,Bra009951,AT5G27600
ath:AT5G27540,MIRO1,Bra009952,AT5G27540
ath:AT5G27520,PNC2,Bra009953,AT5G27520
ath:AT5G27440,AT5G27440,Bra009955,AT5G27440
ath:AT1G09650,AT1G09650,Bra009956,AT1G09650
ath:AT5G27410,AT5G27410,Bra009963,AT5G27410
ath:AT5G27400,AT5G27400,Bra009964,AT5G27400
ath:AT5G27390,AT5G27390,Bra009965,AT5G27390
ath:AT5G27395,AT5G27395,Bra009966,AT5G27395
ath:AT5G27380,GSH2,Bra009967,AT5G27380
ath:AT5G27330,AT5G27330,Bra009969,AT5G27330
ath:AT5G27320,GID1C,Bra009970,AT5G27320
ath:AT5G27270,EMB976,Bra009971,AT5G27270
ath:AT3G05040,HST,Bra009976,AT3G05040
ath:AT5G27120,AT5G27120,Bra009978,AT5G27120
ath:AT5G27110,AT5G27110,Bra009979,AT5G27110
ath:AT5G27950,AT5G27950,Bra009980,AT5G27950
ath:AT5G27980,AT5G27980,Bra009983,AT5G27980
ath:AT5G28040,AT5G28040,Bra009986,AT5G28040
ath:AT5G28050,AT5G28050,Bra009987,AT5G28050
ath:AT5G28080,WNK9,Bra009990,AT5G28080
ath:AT5G28150,AT5G28150,Bra009991,AT5G28150
ath:AT5G28210,AT5G28210,Bra009992,AT5G28210
ath:AT5G28290,NEK3,Bra009993,AT5G28290
ath:AT5G28300,AT5G28300,Bra009994,AT5G28300
ath:AT5G28470,AT5G28470,Bra009996,AT5G28470
ath:AT5G28500,AT5G28500,Bra009998,AT5G28500
ath:AT5G28640,AN3,Bra010002,AT5G28640
ath:AT5G28646,WVD2,Bra010004,AT5G28646
ath:AT5G28650,WRKY74,Bra010005,AT5G28650
ath:AT5G28680,ANX2,Bra010006,AT5G28680
ath:AT5G28690,AT5G28690,Bra010007,AT5G28690
ath:AT5G28770,BZO2H3,Bra010010,AT5G28770
ath:AT5G28840,GME,Bra010011,AT5G28840
ath:AT5G28900,AT5G28900,Bra010012,AT5G28900
ath:AT3G04470,AT3G04470,Bra010013,AT3G04470
ath:AT5G28910,AT5G28910,Bra010015,AT5G28910
ath:AT5G30510,RPS1,Bra010018,AT5G30510
ath:AT5G49580,AT5G49580,Bra010025,AT5G49580
ath:AT5G49570,PNG1,Bra010028,AT5G49570
ath:AT5G49530,AT5G49530,Bra010031,AT5G49530
ath:AT5G49520,WRKY48,Bra010032,AT5G49520
ath:AT5G49450,bZIP1,Bra010035,AT5G49450
ath:AT5G49430,AT5G49430,Bra010036,AT5G49430
ath:AT5G49400,AT5G49400,Bra010037,AT5G49400
ath:AT5G49360,BXL1,Bra010038,AT5G49360
ath:AT5G49350,AT5G49350,Bra010039,AT5G49350
ath:AT5G61910,AT5G61910,Bra010041,AT5G61910
ath:AT5G61920,AT5G61920,Bra010043,AT5G61920
ath:AT5G61960,ML1,Bra010044,AT5G61960
ath:AT5G61990,AT5G61990,Bra010047,AT5G61990
ath:AT5G62000,ARF2,Bra010048,AT5G62000
ath:AT5G62020,HSFB2A,Bra010049,AT5G62020
ath:AT5G62030,AT5G62030,Bra010051,AT5G62030
ath:AT5G62040,BFT,Bra010052,AT5G62040
ath:AT5G62050,OXA1,Bra010053,AT5G62050
ath:AT5G62065,AT5G62065,Bra010054,AT5G62065
ath:AT5G62070,IQD23,Bra010055,AT5G62070
ath:AT5G62130,AT5G62130,Bra010060,AT5G62130
ath:AT5G62170,TRM25,Bra010062,AT5G62170
ath:AT5G62220,GT18,Bra010065,AT5G62220
ath:AT5G62230,ERL1,Bra010067,AT5G62230
ath:AT5G62240,AT5G62240,Bra010068,AT5G62240
ath:AT5G62250,MAP65-9,Bra010069,AT5G62250
ath:AT5G62270,GCD1,Bra010071,AT5G62270
ath:AT5G62310,IRE,Bra010074,AT5G62310
ath:AT5G62350,AT5G62350,Bra010075,AT5G62350
ath:AT5G62380,NAC101,Bra010077,AT5G62380
ath:AT5G62410,SMC2,Bra010079,AT5G62410
ath:AT5G62440,AT5G62440,Bra010083,AT5G62440
ath:AT5G62480,GSTU9,Bra010088,AT5G62480
ath:AT5G62490,HVA22B,Bra010089,AT5G62490
ath:AT5G62500,EB1B,Bra010090,AT5G62500
ath:AT5G62520,SRO5,Bra010096,AT5G62520
ath:AT5G62530,ALDH12A1,Bra010097,AT5G62530
ath:AT5G62550,AT5G62550,Bra010098,AT5G62550
ath:AT5G62570,AT5G62570,Bra010099,AT5G62570
ath:AT5G62580,AT5G62580,Bra010100,AT5G62580
ath:AT5G62600,MOS14,Bra010101,AT5G62600
ath:AT5G62630,HIPL2,Bra010106,AT5G62630
ath:AT5G62640,ELF5,Bra010108,AT5G62640
ath:AT5G62650,AT5G62650,Bra010109,AT5G62650
ath:AT5G62680,GTR2,Bra010111,AT5G62680
ath:AT5G62700,TUB3,Bra010114,AT5G62700
ath:AT5G62730,AT5G62730,Bra010117,AT5G62730
ath:AT5G62750,AT5G62750,Bra010120,AT5G62750
ath:AT5G62760,AT5G62760,Bra010121,AT5G62760
ath:AT5G62770,AT5G62770,Bra010122,AT5G62770
ath:AT5G62810,PEX14,Bra010124,AT5G62810
ath:AT5G62820,AT5G62820,Bra010125,AT5G62820
ath:AT5G62840,AT5G62840,Bra010126,AT5G62840
ath:AT5G62900,AT5G62900,Bra010130,AT5G62900
ath:AT5G62920,ARR6,Bra010132,AT5G62920
ath:AT5G62930,AT5G62930,Bra010135,AT5G62930
ath:AT5G62940,HCA2,Bra010136,AT5G62940
ath:AT4G08300,UMAMIT17,Bra010139,AT4G08300
ath:AT4G08290,UMAMIT20,Bra010143,AT4G08290
ath:AT1G32340,NHL8,Bra010152,AT1G32340
ath:AT1G32350,AOX1D,Bra010153,AT1G32350
ath:AT1G32400,TOM2A,Bra010162,AT1G32400
ath:AT1G32440,PKp3,Bra010164,AT1G32440
ath:AT1G32450,NRT1.5,Bra010165,AT1G32450
